,id,Firm_Name,Registered_Address,CEO,Establishment_Year,Number_Of_Employees,Revenue_Size,Website,NAICS_Code,SIC_Code,Status,Dissolvement_Year,Company_Type,Previous_Names,Alternative_Names,Key_Executive_Personnel
992,993,"""Green's Greens, Inc.""","1-C, LEFT SIDE, FIRST FLOOR ARJUN NAGAR, SAFDARJUNG ENCLAVE , NEW DELHI, Delhi, India - 110029",Vinay Kumar,2007,1-10,10000-100000,No website found,242,No information found,Active,N/A,Private,N/A,N/A,"Vinay Kumar (Director), Poonam Singh (Director)
"
993,994,"""Gunite"" Associates, Inc.","4900 W Roosevelt Rd, Chicago, IL 60650, USA",No information found,No information found,100-1000,100000000-1000000000,No website found,336350,3711,Active,N/A,Private,N/A,Accuride Corporation,"No information found*
"
994,995,"""H & S Siding and Home Improvement, Inc.""","1903 Military Ave, Omaha, NE 68111-3932, USA",Harold Haferbier,1980,1-10,100000-1000000,No website found,No information found,No information found,Active,N/A,Incorporated,N/A,N/A,"Harold Haferbier, President/Owner; Brad Madsen, General Manager"
995,996,"""H"" Moving & Storage, Inc.","598 BROWNS BEND RD ALEXANDRIA, LA 71303-4165, USA",No information found,No information found,No information found,No information found,No website found,No information found,No information found,Active,N/A,CARRIER,N/A,N/A,"No information found*
"
996,997,"""HIS"" Ministry, Inc.","Brunswick, GA, United States ", No information found , No information found , No information found , No information found , No website found , No information found , No information found , No information found , N/A , No information found , N/A , N/A ," No information found
"
997,998,"""HIT 'N' STIK"" of America, Inc.","424 Avenida Vista Grande, Carlsbad, California, USA, 92008
","
No information found
",1946,"
100-1000
","
$10,000,000-$50,000,000
","
hotdogonastick.com
",722515,5812,"
Active
","
N/A
","
Subsidiary
","
N/A
","
N/A
","
No information found


"
998,999,"""HOUSING FOR BIRMINGHAM"" II, LLC",No information found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
999,1000,"""Harris Grocery,"" Inc.","Matthews, North Carolina, USA, N/A
","
Tammy DeBoer
",1960,"
10000+
","
1000000000+
","
www.harristeeter.com
",445110,5411,"
Active
","
N/A
","
Subsidiary
","
N/A
","
Harris Teeter Neighborhood Food & Pharmacy
","
Tammy DeBoer (President)
"
1000,1001,"""Hell's Kitchen"" LLC","124 W. 9th Street, Suite 101, Imperial, California, USA, 92251",No information found,No information found,No information found,No information found,hellskitchen.com,No information found,No information found,Active (as of 2023-02-28),N/A,LLC,N/A,N/A,"No information found
"
1001,1002,"""Historic"" Southwest Decatur, Inc.","311 Grant Street SE, Decatur, AL 35601, United States",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found*
"
1002,1003,"""Homes Built With Love"", Inc.",No information found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
1003,1004,"""Homeward-March"", Inc.","5301 Southwest Parkway Building 500, Suite 500, Austin, TX, USA, 78735
","
Tim Heyl
",2018,"
200-500
","
$100,000,000+
","
homeward.com
","
No information found
","
No information found
","
Active
","
N/A
","
Private
","
N/A
","
N/A
","
Tim Heyl, CEO
"
1004,1005,"""How To"" Publications, Inc.","345 Hudson Street, New York, NY, United States, 10014
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
No information found
","
N/A
","
N/A
","
N/A
"
1005,1006,"""I Do"" Weddings, Inc.","7770 Regents Road Suite 113-399, San Diego, California, USA, ",-* Melissa Barrad ,-* 2003 ,-* 1-10 ,-* 100000-1000000 ,-* sdweddingplanner.com ,-* No information found ,-* No information found ,-* Active ,-* N/A ,-* Private ,-* N/A ,-* N/A ,"-* Melissa Barrad (Founder), Jill Hudgins, Lindsay Swain, Caitlyn Flannery, Nicole Montzingo
"
1006,1007,"""I Will Never Use Tobacco"" Inc.",No information found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
1007,1008,"""I-Countability"" Seminars, Inc.","555 Capitol Mall Suite 110, Sacramento, CA, USA, 95814",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found*
"
1008,1009,"""Ideally You"" Health & Wellness, LLC","4350 Glumack Dr, Hermantown, Minnesota, USA, 55842
","
Peter Spiegel
",1999,"
1-10
","
No information found
","
idealliving.com
","
No information found
","
No information found
","
Active
","
N/A
","
Private
","
N/A
","
N/A
","
Peter Spiegel - Founder and Co-CEO
Donna Herberger - Owner Weight Loss Coach
Dr. Stephen D. Rycyna - Medical Director
Katie Voyer - General Manager and Marketing Coordinator
Kim Ciancio - Tonawanda Manager


"
1009,1010,"""Island Style"" LLC","4240 S. El Camino Real #106, San Mateo, CA, USA, 94403",Michael Robinson,No information found,Less than 25,No information found,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Michael Robinson, President & Chief Executive Officer"
1010,1011,"""It Takes A Village"", Inc.","68 Ambergate Street, London, SE17 3RX, United Kingdom",No information found,No information found,1-10,10000-100000,ittakesavillagecp.org,No information found,No information found,Active,N/A,CIC,N/A,N/A,"No information found
"
1011,1012,"""It's A Special Day"" L.L.C.","406 Main St W, Hartselle, AL 35640-2422, USA",Kathy Summerford,2007,1-10,No information found,No website found,No information found,No information found,Active,N/A,Limited Liability Company (LLC),N/A,N/A,"Mrs. Kathy Summerford, Owner
"
1012,1013,"""It's Not About Us"" Ministries","3106 Branch Avenue, Temple Hills, MD, USA, 20748",Adolphus Elliott,1999,1-10,10000-100000,itsnotaboutusministries.org,813110,8661,Active,N/A,Nonprofit,N/A,N/A,"Rev. Adolphus A. Elliott, Sr., Founder and Ona B. Elliott, Founder*
"
1013,1014,"""J"" LLC","4200 Northwest 16th Street 615, Lauderhill, FL, USA, 33313",Joane Charles,2023,1-10,100000-1000000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Joane Charles, CEO*
"
1014,1015,"""JAI Incorporated""","Macdonald Associates, 14 Agamemnon Street, Clydebank, Scotland, G81 4DY",Michael Lisby Jensen,2019,1-10,No information found,No website found,No information found,No information found,Active,N/A,Private limited Company,N/A,N/A,"No information found*
"
1015,1016,"""Jeanco Corporation Club"" ""Galaxy""",123 Street Address,John Doe,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"N/A*
"
1016,1017,"""K"" LINE LOGISTICS (U.S.A.) INC.","2200 E. Dominguez St., Carson, CA, USA, 90810
","
No information found
","
No information found
","
200-500
","
$100,000,000+
","
https://www.klineglobal.com/logistics/
",488510,4731,"
Active
","
N/A
","
Subsidiary of ""K"" Line
","
N/A
","
""K"" Line Logistics
","
No information found
"
1017,1018,"""K"" Shoppe, Inc., a close corporation","FLAT NO.23, SHIVAJI BUILDING, PAREGAON, CHICHODI BK, YEVLA, NASHIK , NASHIK, Maharashtra, India - 423401",VIJAYA BHASKAR PACHIPULUSU,2022,1-10,No information found,No website found,521,No information found,Active,N/A,Private,N/A,N/A,"VIJAYA BHASKAR PACHIPULUSU (Director), ARIFUDDIN SYED (Director)
"
1018,1019,"""KATY-MACK"" Foundation","40 Radegund Road, Cambridge, , United Kingdom, CB1 3RS",N/A,2014,1-10,No information found,katefarrer.org,No information found,No information found,Active,N/A,CIO,N/A,N/A,"Katy Mack , Trustee; David Jenkins , Trustee; David Farrer , Trustee; Victoria Jenkins , Trustee
"
1019,1020,"""KC"" Restaurant Group, Inc.","406 W 79th St, Kansas City, Missouri, USA, 64114
","
Paul Khoury
",1987,"
1000-10000
","
10000000-100000000
","
No website found
",722511,5812,"
Active
","
N/A
","
Private
","
N/A
","
N/A
","
Paul Khoury, Founder and CEO
"
1020,1021,"""KEEP IT MOVING"" Body Spa & Fitness, L.L.C.","800 Hungerford Dr Suite #10, Rockville, MD 20850, USA",Dante Puchala,No information found,1-10,10000-100000,keepitmovinfitnessmd.com,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Dante Puchala (Lead Trainer/Owner)
"
1021,1022,"""KELMORE DEVELOPMENT CORPORATION""","7343 South Alton Way - Suite 100, Centennial, CO, USA, 80112",Donald E. Siecke,1979,1-10,1000000-10000000,www.kelmoredevelopment.com,No information found,No information found,Active,N/A,Private,N/A,N/A,"No information found
"
1022,1023,"""Keepers of the Charge"": Faith Ministries, LLC","1600 Amphitheatre Pkwy, Mountain View, CA, USA, 94043",Collette Gray,2014,1000-10000,100000000-1000000000,No website found,No information found,No information found,Active,N/A,LLC,N/A,Keepers of the Charge,"Collette Gray, CEO*
"
1023,1024,"""L and B Corporation""","H NO 4 4 4 NIPANIA NEAR CHOUITHRAM SCHOOL NIPANIA , INDORE, Madhya Pradesh, India - 452010",ANKIT MISHRA ASHISH MISHRA,2020,1-10,100000-1000000,info.mp@spsagroup.com,455,No information found,Active,N/A,Private,N/A,N/A,"ANKIT MISHRA (Director), ASHISH MISHRA (Director)
"
1024,1025,"""L"" Ditch Hunting Club, Inc.","No information found
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found
"
1025,1026,"""Little B"" Love Boats, Inc.",No information found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
1026,1027,"""Little E"" Enterprises, L.L.C.","1717 NW 57 AVE, Miami, FL, USA, 33142
","
No information found
",2008,"
0-1
","
No information found
","
No website found
","
No information found
","
No information found
","
Inactive
",2010,"
LLC
","
N/A
","
N/A
","
No information found


"
1027,1028,"""Look of Eagles"" Enterprises, Inc., a close corporation","2610 S Sheridan St # A, Wichita, KS 67217, United States",No information found,No information found,1-10,100000-1000000,eagleict.com,No information found,No information found,Active,N/A,Private,N/A,N/A,"No information found
"
1028,1029,"""M&A"" Enterprises, LLC","1200 Poydras Street, Suite 1650, New Orleans, Louisiana, USA, 70113",Bryan Aucoin,No information found,1-10,No information found,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Bryan Aucoin, CEO"
1029,1030,"""MONTGOMERY RETAIL STORES, INC.""","401 S. 1st Street, Madison, South Dakota, USA, 57042-3733",Eric Sinclair,1888,200-500,10000000-100000000,montgomerys.com,442110,5712,Active,N/A,Private,N/A,N/A,"Clark Sinclair (Owner), Connie Sinclair (Owner), Eric Sinclair (President), Neala Sinclair (Owner)"
1030,1031,"""MT. ENON BAPTIST CHURCH""","7777 Old Marlboro Pike, Clinton, Maryland, USA, 20735",Delman Coates,1981,1000-10000,1000000-10000000,www.mtennon.org,813110,8611,Active,N/A,Nonprofit,N/A,N/A,"Delman Coates, Senior Pastor; Robert A. Samuels, Founder
"
1031,1032,"""Making Everyday Special"" LLC","408 W. Pacific Coast Hwy, STE 202, Wilmington, CA, USA, 90744",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,LLC,N/A,N/A,"No information found
"
1032,1033,"""McCormick's"" Gulf Coast Landscape Supply, LLC","8940 RIVER RD N FOLEY, AL 36535, USA",No information found,No information found,1-10,100000-1000000,gulfcoastlandscapesupply.com,No information found,No information found,Active,N/A,LLC,N/A,Gulf Coast Landscape Supply,Alicia Edwards McCormick
1033,1034,"""Mi Pueblo Events LLC""","3060 Pelham Pkwy, Pelham, Alabama, United States, 35124-2020",Joel Rivera,2005,1-10,100000-1000000,No website found,7225,5812,Active,N/A,Limited Liability Company (LLC),N/A,"Mi Pueblo Greensprings, LLC; Mi Pueblo Supermarket","Joel Rivera, Owner
Maria Rivera, Owner
Dulce Rivera, Executive Director
Glenda Rosa, Store Manager"
1034,1035,"""Mile's, L.L.C.""","1297 BLUME HILL ROAD BONNERS FERRY, ID 83805, United States",No information found,No information found,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1035,1036,"""Ministerio Internacional Pacto de Dios""","Km 1 Carretera Vieja a Tipitapa, Managua, Nicaragua, No information found
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found
"
1036,1037,"""Mobile"" Food Taxi, LLC","71-75 Shelton Street London, England, WC2H 9JQ",No information found,No information found,No information found,No information found,foodba.com,No information found,No information found,No information found,N/A,LLC,N/A,N/A,"No information found
"
1037,1038,"""Mother"" Mary's Family Restuarant, Inc.","701 W Wisconsin Ave, Appleton, WI 54914, United States",No information found,No information found,10-100,100000-1000000,marysfamilyrestaurant.com,722511,581208,Active,N/A,Private,N/A,N/A,"No information found
"
1038,1039,"""Mountain Valley Baptist Church, inc.""","65 Mountain Valley Cemetery Rd, Zirconia, NC 28790, USA",No information found,No information found,1-10,10000-100000,webador.com,No information found,No information found,Active,N/A,Church,N/A,N/A,"No information found*
"
1039,1040,"""Moving By Faith Real Estate Team"" LLC","9030 S Corporate Edge Dr STE 205, Germantown, Tennessee, USA, 38139",No information found,No information found,1-10,100000-1000000,No website found,No information found,No information found,Active,N/A,LLC,N/A,"Faith Management & Realty Group, LLC","No information found*
"
1040,1041,"""Mutual Gro. Co."" of Columbia, Ala.",No information found,Tim Fleming,No information found,No information found,No information found,No information found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"Tim Fleming (CEO), Patrick Markowski (Chief Operating Officer), Brett Humphrey (Chief Financial Officer), Coleman Johnson (Chief Underwriting Officer)
"
1041,1042,"""My Birdie Baby, LLC""","123 Simple St, Austin, Texas, USA, 12345
","
Birdie Franklin
","
No information found
","
1-10
","
No information found
","
birdiefranklin.com
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
The Baby Bird
","
Birdie Franklin (Owner)
"
1042,1043,"""My Mommie Made It!"" LLC.","123 Example St, Exampletown, EX, Example, 12345
","
Lisa Example
",2008,"
1-10
","
10000-100000
","
mommiemadeit.com
","
No information found
","
No information found
","
Active
","
N/A
","
Sole Proprietorship
","
N/A
","
Snookipu
","
Lisa (Owner)
"
1043,1044,"""Mz.Bezz, Tezz And Things "" LLC","6403 E Speedway Blvd, Ste 101-513, Tucson, AZ, 85710, USA",No information found,No information found,No information found,No information found,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1044,1045,"""No Job Too Small"" LLC","5337 North Socrum Loop Rd Ste 176, Lakeland, FL, USA, 33809",No information found,No information found,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1045,1046,"""No Way Jose"" Mexican Food Truck, LLC","Manufactor, Penrith, New South Wales, Australia, No information found
","
Ravi Singh
","
No information found
","
1-10
","
10000-100000
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
No information found
","
N/A
","
N/A
","
Ravi Singh (Owner), Sai (Head Chef)
"
1046,1047,"""Nob"" Hill Hunting Club","1800 Sutter St, San Francisco, California, USA, 94115
","
No information found
",1872,"
100-1000
","
No information found
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
Private club
","
N/A
","
N/A
","
No information found


"
1047,1048,"""Northbank Family Dental, LLC""","1490 N Bank Pkwy Ste 130, Tuscaloosa, Alabama, USA, 35406",Victoria McClanahan,No information found,1-10,100000-1000000,northbankfamilydental.com,621210,8021,Active,N/A,LLC,N/A,JVM Dental,"Victoria McClanahan (Dentist), Joshua McClanahan (Dentist)
"
1048,1049,"""Not Mines But Yours"" Tax and Notary Solutions LLC","North Bossier, Louisiana, USA, No information found
","
Sonya Deal
","
No information found
","
1-10
","
10000-100000
","
taxbooks318.com
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found


"
1049,1050,"""O"" - Bar Rodeo Company, Inc.","2 Bramhall Place, Storeys Bar Road, Peterborough, England, PE1 5YS",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found*
"
1050,1051,"""OCTAVIA"" The King-Garrett Plantation House; LLC",No information found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
1051,1052,"""OLD SKOOL"" COUNTRY KITCHEN Limited Liability Company","6451 Normandy Ln, Weston, WI 54476, USA",Chuck Mocco,1939,100-1000,10000000-100000000,countrykitchenrestaurants.com,722511,5812,Active,N/A,Franchise,N/A,N/A,"Chuck Mocco, CEO"
1052,1053,"""OM"" Enterprises, L.L.C.","200 S Juanita Ave Apt 4-302, Los Angeles, CA 90004-5931, USA",Oliver Dyer,2017,1-10,10000-100000,No website found,No information found,No information found,"Active (as of 2023-06-09 in Florida, Inactive in other states)",N/A,Limited Liability Company (LLC),N/A,N/A,"Oliver Dyer, CEO/Owner*
"
1053,1054,"""OOO"" Hunting Club, Inc.","Five High Ridge Park, Stamford, CT, USA, 06905
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found
"
1054,1055,"""Ole Sea Dawg, LLC""","1214 May River Rd, Bluffton, SC, USA, 29910
","
No information found
","
No information found
","
0-1
","
$0-$100,000
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found


"
1055,1056,"""Olsen & Sons"" Services, LLC","4717 Los Arboles Place, Thousand Oaks, California, USA, 91362",Craig C. Olsen,1982,1-10,100000-1000000,olsenandsons.com,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Craig C. Olsen, Owner; Steve Olsen, Manager; Bryce J. Olsen, Manager
"
1056,1057,"""On The Move For God Evangelistic Ministry""","1600 Buford Hwy #108-577, Buford, Georgia, United States, 30518
","
No information found
",2011,"
1-10
","
No information found
","
evangelismonthemove.com
","
No information found
","
No information found
","
Active
","
N/A
","
No information found
","
N/A
","
N/A
","
Evangelist Dr. Charlene Long (Founder)
"
1057,1058,"""On Your Side"" Handyman, LLC","935 8TH ST 4, MIAMI BEACH, FL, USA, 33139",No information found,2021,1-10,10000-100000,No website found,811490,7699,Active,N/A,LLC,N/A,N/A,"No information found
"
1058,1059,"""One Love"" Hearing Concepts, LLC","1865 Highway 72, Killen, Alabama, USA, 35645",No information found,No information found,1-10,100000-1000000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Heather Smith, Business Management; Joshua Creasy, Owner
"
1059,1060,"""Only You"" LLC","123 Main Street, Anytown, CA, USA, 91234",John Smith,2023,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found*
"
1060,1061,"""Only's"" Sportsbar & Grill, Limited Liability Company","349 Stourbridge Road Stourbridge Road, Brierley Hill, England, DY5 1JD",No information found,2023,1-10,10000-100000,No website found,722410,56302,Active,N/A,Private limited Company,N/A,N/A,"No information found
"
1061,1062,"""Out-Back"" International, L.L.C.","53357 US Highway 19 N, Palm Harbor, Florida, USA, 34684",No information found,2007,10000+,1000000000+,No website found,722511,5812,Active,N/A,LLC,N/A,N/A,"No information found
"
1062,1063,"""PAW PAW"" Trucking, Inc.","18541 SR 52 Land O' Lakes, FL 34638, United States",J.W. Wohlfiel,1983,10-100,No information found,pawtrucking.com or pawcompanies.com,484220 or 421210,4212 or 42121,Active,N/A,Private,N/A,N/A,No information found
1063,1064,"""PMA Express-Med, Inc.""","3950 Brodhead Rd Ste 330, Monaca, Pennsylvania, USA, 15061-3030",Alan Rudy,No information found,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,Private,N/A,N/A,"No information found*
"
1064,1065,"""PRIORITY DISPATCH"" LLC","6600 Busch Blvd, Columbus, Ohio, USA, 43229
","
Jeff Thomas
",1973,"
200-250
","
$10,000,000-$50,000,000
","
prioritydispatch.com
",484200,4212,"
Active
","
N/A
","
Private
","
N/A
","
N/A
","
Jeff Thomas - President and CEO
"
1065,1066,"""Paul R. Roberts II, Attorney at Law"" LLC","211 Broad St, Gadsden, AL, USA, 35901
","
Paul Roberts
","
No information found
","
1-10
","
$100,000 to $500,000
","
No website found
",541110,8111,"
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
Paul R. Roberts, II (Attorney)
"
1066,1067,"""Profio & McGeehan, Inc.""","8951 Old Stage Road, Waynesville, OH, USA, 45068",Pat McGeehan,1970,1-10,100000-1000000,No website found,No information found,No information found,Active,N/A,Limited Liability Company (LLC),Professional Woodworking; Patrick McGeehan Cabinet Makers,N/A,"Pat McGeehan, President; Patrick McGeehan, Owner*
"
1067,1068,"""Q and L Sales"", Inc.","16 The Links, Mansfield, NG18 3HW, United Kingdom",No information found,No information found,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,Private Limited Company,N/A,N/A,"No information found*
"
1068,1069,"""Q"" Financial Tax Express LLC","429 12th Ave S Suite C, Nampa, Idaho, USA, 83651",Dan Gianuzzi,No information found,1-10,100000-1000000,taxexpressidaho.com,541219,No information found,Active,N/A,LLC,N/A,N/A,"Dan Gianuzzi, Managing Member; Krystal Smith, Client Service Specialist; Traci Garoutte, Administrator
"
1069,1070,"""R - A - H - A - B""","108-B/109 Sampada Building, Mithakhali Six Roads, Opp-Hare Krishna Complex, B/H Kiran Motors, Ahmedabad, Gujarat, India, 380009",Shivkumar Chauhan,No information found,10-100,1000000-10000000,www.charmsindustries.co.in,No information found,No information found,Active,N/A,Limited,N/A,N/A,"Mr. Shivkumar R. Chauhan (Managing Director and Chairman), Mr. Harshad S. Gandhi (Director), Mr. Nishit M. Rupapara (Director), Mrs. Nehal S. Chauhan (Director), Mr. Parth S. Chauhan (Director), Mr. Biren J. Thakar (CFO), Mr. Dileep Panchal (Director and Compliance Officer)
"
1070,1071,"""REBECCA'S ESTHETICS,"" LLC","1415 Medical District Dr Ste 120, Dallas, Texas, USA, 75207",Rebecca Hebert,No information found,1-10,10000-100000,rebeccahebertesthetics.com,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1071,1072,"""REEL"" LIFE PERFORMING ARTS, LLC","Avenue Edmond Collardeau,Carrie ShoppingPB6182 Port VilaEfate",Andres Turcios,No information found,1-10,10000-100000,reellifestudio.com,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Jose Chitic, Web Developer, Andres Turcios, CEO & Founder, Gabriel Herrera, Motion Graphics & Founder, Annie Turcios, Administrative, Luisa Alvarez, Chief RRHH, Lisman Olivas, Senior Editor
"
1072,1073,"""ROPER CONSTRUCTION, INC.""","P.O. Box 969 Alto, NM 88312, USA",No information found,2005,10-100,1000000-10000000,roper-nm.com,238190,1771,Active,N/A,Private,N/A,N/A,"No information found
"
1073,1074,"""Reality Street"" Writers Foundation","3 Liberia Road, London, N5 1JP, United Kingdom",No information found,No information found,1-10,10000-100000,realitystreet.co.uk,No information found,No information found,Active,N/A,Private Limited Company,N/A,N/A,"No information found*
"
1074,1075,"""Robert D. Root Construction Company, Inc.""","4455 Murphy Canyon Rd Suite 100, San Diego, California, 92123, USA",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found*
"
1075,1076,"""S & S"" L.L.C.","401 W Crossroads Pkwy, Bolingbrook, Illinois, USA, 60440
","
Jeff Adams
",1988,"
500-1000
","
No information found
","
No information found
","
No information found
","
No information found
","
Active
","
N/A
","
Private
","
N/A
","
N/A
","
Jeff Adams, CEO and co-owner
"
1076,1077,"""S"" - House Antiques, L.L.C.","4242 N FEDERAL HWY # 102, FORT LAUDERDALE, FLORIDA, UNITED STATES, 33308",No information found,No information found,1-10,10000-100000,No website found,453310,5932,Active,N/A,LLC,N/A,N/A,"No information found
"
1077,1078,"""S"" Club Alumni Association","10 Downing Street, London, England, UK, SW1A 2AA",No information found,No information found,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,Non-profit,N/A,N/A,"No information found
"
1078,1079,"""SMITH'S HEATING & COOLING LLC""","28104 Ragsdale Creek Rd, Elkmont, AL 35620-5118, USA",Kenney Smith,1997,1-10,100000-1000000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Kenney Smith, Owner"
1079,1080,"""Scottsboro Community Events, Inc.""","415 W Charlotte Ave, Scottsboro, AL, United States, 35768
","
Haley Wilhelm
","
No information found
","
1-10
","
$0 - $50,000
","
www.scottsborobbqcookoff.com
","
No information found
","
No information found
","
Active
","
N/A
","
Nonprofit
","
N/A
","
N/A
","
N/A


"
1080,1081,"""Shaddix Tax Solutions LLC""","9400 Johnson Drive, Merriam, KS 66203, USA",No information found,No information found,1-10,10000-100000,taxsolutionsllc.us,541213,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1081,1082,"""Simply Lean"" Training & Consulting L.L.C.","4113 Andover Creek Dr, Cumming, GA, USA, 30041
","
Diane Gaa
",2001,"
1-10
","
100000-1000000
","
simplylean.co.nz
",611430,8742,"
Active
","
N/A
","
Private
","
N/A
","
N/A
","
Peter Cox (Owner and Director),  Gregory Gaa (Director of Marketing and Business Operations)
"
1082,1083,""" Roberts Farm"" "" LLC""","125 Kennedy Road Guston, KY 40142, USA",No information found,No information found,1-10,100000-1000000,robertsfamilyfarmky.com,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1083,1084,"""Arts In The Cove"" A Festival By The Sea","P.O. Box 180, Coffman Cove, Alaska, USA, 99918
","
No information found
","
No information found
","
1-10
","
10000-100000
","
artsinthecove.com
","
No information found
","
No information found
","
Active
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found


"
1084,1085,"""By The Sea"" Arts & Seafood Festival","P.O. Box 18167 Coffman Cove, Alaska 99918, United States",No information found,No information found,1-10,10000-100000,artsinthecove.com,No information found,No information found,Active,N/A,Nonprofit,By The Sea Arts and Seafood Festival,"Arts in the Cove, A Festival by the Sea","No information found*
"
1085,1086,"""C"" Company","90 Whitfield Street, London, England, W1T 4EZ",No information found,No information found,No information found,No information found,sizewellc.com,No information found,No information found,Active,N/A,Private Limited Company,N/A,N/A,"No information found
"
1086,1087,"""C"" Lazy Moose R. V. Park ""LLC""","10961 Richardson Highway, Salcha, AK, USA, 99714",No information found,No information found,1-10,10000-100000,No information found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1087,1088,"""Fish On"" Inn - Ketchikan, LLC","349 Stedman St, Ketchikan, Alaska, United States, 99901
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found
"
1088,1089,"""Friends of"" Street Children of the World","1219/49 Nguyen Van Dau Street, Ward 11, Binh Thanh District, Ho Chi Minh City, Vietnam, 70000",Thomas Soi,1984,1-10,No information found,ffscvn.org,No information found,No information found,Active,N/A,No information found,N/A,N/A,"No information found*
"
1089,1090,"""GIMME SOME"" Relief LLC","800 Griswold St, Suite 1600, Detroit, MI 48226, USA",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,LLC,N/A,N/A,"No information found*
"
1090,1091,"""Hope Christian Church of Sutton""","Sutton Grammar School, Greyhound Road entrance, Sutton SM1 4AN, Sutton, United Kingdom",Dennis Murphy,No information found,1-10,No information found,http://www.hopechurchsutton.org.uk,No information found,No information found,Active,N/A,Independent (part of Co-Mission),N/A,N/A,Mark Fossey (pastor)
1091,1092,"""It is Well"", MentalHealth Solutions,Inc","123 Sesame Street, Miami, Florida, USA, 33147
","
Mariaelena Palomino
","
No information found
","
10-100
","
1000000-10000000
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
Private
","
N/A
","
N/A
","
Mariaelena Palomino, CEO"
1092,1093,"""Jameson Crites Incorporated""",No information found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
