name,company_number,jurisdiction_code,incorporation_date,dissolution_date,company_type,registry_url,branch,branch_status,inactive,current_status,created_at,updated_at,retrieved_at,opencorporates_url,previous_names,alternative_names,source,registered_address,registered_address_in_full,industry_codes,restricted_for_marketing,native_company_number
Mericana L.L.C.,1381768,us_ky,2024-07-26,,Kentucky Limited Liability Company,,,,FALSE,Deleted,2024-07-27T12:17:03+00:00,2024-07-27T12:17:03+00:00,2024-07-26T12:00:42+00:00,https://opencorporates.com/companies/us_ky/1381768,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-07-26T12:00:42+00:00'}",,,[],,
(606) KITCHEN LLC,1366459,us_ky,2024-05-21,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-05-22T12:29:07+00:00,2024-05-22T12:29:07+00:00,2024-05-21T12:00:37+00:00,https://opencorporates.com/companies/us_ky/1366459,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-05-21T12:00:37+00:00'}",,,[],,
(859) SPORTS RADIO LLC,1359244,us_ky,2024-04-22,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-04-23T12:10:44+00:00,2024-04-23T12:10:44+00:00,2024-04-22T12:00:46+00:00,https://opencorporates.com/companies/us_ky/1359244,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-04-22T12:00:46+00:00'}",,,[],,
0irfcs LLC,1353391,us_ky,2024-03-28,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-03-29T12:16:09+00:00,2024-03-29T12:16:09+00:00,2024-03-28T12:00:30+00:00,https://opencorporates.com/companies/us_ky/1353391,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-03-28T12:00:30+00:00'}",,,[],,
1 BRIDGE AND GOV SUPPLY LLC,1395271,us_ky,2024-09-16,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-09-17T12:57:15+00:00,2024-09-17T12:57:15+00:00,2024-09-16T12:00:49+00:00,https://opencorporates.com/companies/us_ky/1395271,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-09-16T12:00:49+00:00'}",,,[],,
1 Guy Home Services LLC,1380655,us_ky,2024-07-23,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-07-24T12:05:34+00:00,2024-07-24T12:05:34+00:00,2024-07-23T12:00:49+00:00,https://opencorporates.com/companies/us_ky/1380655,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-07-23T12:00:49+00:00'}",,,[],,
1 OF NONE ART JUNIUS LLC,1336319,us_ky,2024-01-25,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-01-26T12:15:54+00:00,2024-01-26T12:15:55+00:00,2024-01-25T12:00:25+00:00,https://opencorporates.com/companies/us_ky/1336319,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-01-25T12:00:25+00:00'}",,,[],,
1 STOP STUDIOS LLC,1356490,us_ky,2024-04-10,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-04-12T12:56:13+00:00,2024-04-12T12:56:13+00:00,2024-04-11T12:00:30+00:00,https://opencorporates.com/companies/us_ky/1356490,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-04-11T12:00:30+00:00'}",,,[],,
1 WAY AUTO SALES Inc,1363678,us_ky,2024-05-09,,Kentucky Corporation,,,,FALSE,Active,2024-05-10T12:21:46+00:00,2024-05-10T12:21:47+00:00,2024-05-09T12:01:08+00:00,https://opencorporates.com/companies/us_ky/1363678,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-05-09T12:01:08+00:00'}",,,[],,
1 WORLD SERVICES (1WS) LLC,1361558,us_ky,2024-05-01,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-05-02T12:10:58+00:00,2024-05-02T12:10:58+00:00,2024-05-01T12:00:57+00:00,https://opencorporates.com/companies/us_ky/1361558,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-05-01T12:00:57+00:00'}",,,[],,
1-800-STRIPER OF EAST LOUISVILLE,1369387,us_ky,2024-06-04,,Assumed Name for LLC,,,,FALSE,Active,2024-06-05T12:40:47+00:00,2024-10-25T12:15:19+00:00,2024-10-24T12:00:39+00:00,https://opencorporates.com/companies/us_ky/1369387,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-10-24T12:00:39+00:00'}",,,[],,
1.2.AHDAH.PRODUCTIONS LLC,1401465,us_ky,2024-10-14,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-10-15T13:34:05+00:00,2024-10-15T13:34:05+00:00,2024-10-14T12:00:52+00:00,https://opencorporates.com/companies/us_ky/1401465,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-10-14T12:00:52+00:00'}",,,[],,
1/3 LLC,1350599,us_ky,2024-03-18,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-03-19T13:00:49+00:00,2024-03-29T12:15:57+00:00,2024-03-28T12:00:30+00:00,https://opencorporates.com/companies/us_ky/1350599,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-03-28T12:00:30+00:00'}",,,[],,
1/8/2024 LIMITED LIABILITY COMPANY,1350144,us_ky,2024-03-15,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-03-16T12:46:15+00:00,2024-03-16T12:46:15+00:00,2024-03-15T12:00:27+00:00,https://opencorporates.com/companies/us_ky/1350144,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-03-15T12:00:27+00:00'}",,,[],,
"10 South Main, LLC",1353492,us_ky,2024-03-28,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-03-29T12:16:30+00:00,2024-03-29T12:16:30+00:00,2024-03-28T12:00:30+00:00,https://opencorporates.com/companies/us_ky/1353492,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-03-28T12:00:30+00:00'}",,,[],,
10-4 PAINTS AND MORE LLC,1351245,us_ky,2024-03-20,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-03-21T12:05:24+00:00,2024-03-21T12:05:24+00:00,2024-03-20T12:00:39+00:00,https://opencorporates.com/companies/us_ky/1351245,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-03-20T12:00:39+00:00'}",,,[],,
10/09/2018 LLC,1356431,us_ky,2024-04-10,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-04-11T12:21:56+00:00,2024-04-11T12:21:56+00:00,2024-04-10T12:00:34+00:00,https://opencorporates.com/companies/us_ky/1356431,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-04-10T12:00:34+00:00'}",,,[],,
100 Oaks LLC,1341017,us_ky,2024-02-12,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-02-13T12:19:38+00:00,2024-02-13T12:19:39+00:00,2024-02-12T12:00:33+00:00,https://opencorporates.com/companies/us_ky/1341017,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-02-12T12:00:33+00:00'}",,,[],,
"100 PUBLIC SQUARE DEVELOPER, LLC",1397948,us_ky,2024-09-26,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-09-27T12:27:36+00:00,2024-09-27T12:27:36+00:00,2024-09-26T12:00:45+00:00,https://opencorporates.com/companies/us_ky/1397948,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-09-26T12:00:45+00:00'}",,,[],,
100 WEST 14TH CONDOMINIUMS Inc.,1388476,us_ky,2024-08-20,,Kentucky Corporation - Non-Profit,,,,FALSE,Active,2024-08-21T12:09:15+00:00,2024-08-21T12:09:15+00:00,2024-08-20T12:00:44+00:00,https://opencorporates.com/companies/us_ky/1388476,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-08-20T12:00:44+00:00'}",,,[],,
100% CATRACHO LLC,1343858,us_ky,2024-02-22,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-02-23T12:21:38+00:00,2024-02-23T12:21:38+00:00,2024-02-22T12:00:31+00:00,https://opencorporates.com/companies/us_ky/1343858,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-02-22T12:00:31+00:00'}",,,[],,
1005 DUPONT PROPERTY LLC,1332692,us_ky,2024-01-10,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-01-11T12:06:07+00:00,2024-01-11T12:06:08+00:00,2024-01-10T12:00:38+00:00,https://opencorporates.com/companies/us_ky/1332692,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-01-10T12:00:38+00:00'}",,,[],,
"1005 RICHMOND ROAD HOLDINGS, LLC",1384251,us_ky,2024-08-05,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-08-13T12:11:00+00:00,2024-08-13T12:11:00+00:00,2024-08-12T12:00:47+00:00,https://opencorporates.com/companies/us_ky/1384251,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-08-12T12:00:47+00:00'}",,,[],,
1008 Buckingham LLC,1401763,us_ky,2024-10-15,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-10-16T12:17:38+00:00,2024-10-16T12:17:38+00:00,2024-10-15T12:00:45+00:00,https://opencorporates.com/companies/us_ky/1401763,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-10-15T12:00:45+00:00'}",,,[],,
1009 FONTAINE LLC,1398453,us_ky,2024-09-30,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-10-01T12:13:22+00:00,2024-10-01T12:13:22+00:00,2024-09-30T12:00:40+00:00,https://opencorporates.com/companies/us_ky/1398453,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-09-30T12:00:40+00:00'}",,,[],,
101 ETTER DRIVE LLC,1389169,us_ky,2024-08-20,,Foreign Limited Liability Company,,F,branch of an out-of-jurisdiction company,FALSE,Active,2024-08-23T12:57:41+00:00,2024-08-23T12:57:43+00:00,2024-08-22T12:00:36+00:00,https://opencorporates.com/companies/us_ky/1389169,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-08-22T12:00:36+00:00'}",,,[],,
101 Swami Inc,1361039,us_ky,2024-04-29,,Kentucky Corporation,,,,FALSE,Active,2024-04-30T12:16:04+00:00,2024-04-30T12:16:04+00:00,2024-04-29T12:00:31+00:00,https://opencorporates.com/companies/us_ky/1361039,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-04-29T12:00:31+00:00'}",,,[],,
"1013 Enterprises, LLC",1365776,us_ky,2024-05-18,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-05-19T12:15:16+00:00,2024-05-19T12:15:16+00:00,2024-05-18T12:00:39+00:00,https://opencorporates.com/companies/us_ky/1365776,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-05-18T12:00:39+00:00'}",,,[],,
1017CATTLECO LLC,1376602,us_ky,2024-07-05,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-07-06T12:30:07+00:00,2024-07-06T12:30:07+00:00,2024-07-05T12:00:40+00:00,https://opencorporates.com/companies/us_ky/1376602,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-07-05T12:00:40+00:00'}",,,[],,
1021 CKD MADISON LLC,1406601,us_ky,2024-11-04,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-11-05T12:12:39+00:00,2024-11-05T12:12:39+00:00,2024-11-04T12:00:39+00:00,https://opencorporates.com/companies/us_ky/1406601,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-11-04T12:00:39+00:00'}",,,[],,
1021 MADISON LLC,1361957,us_ky,2024-05-02,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-05-03T12:20:42+00:00,2024-05-03T12:20:42+00:00,2024-05-02T12:00:35+00:00,https://opencorporates.com/companies/us_ky/1361957,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-05-02T12:00:35+00:00'}",,,[],,
10314 LLC,1348226,us_ky,2024-03-08,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-03-12T12:45:20+00:00,2024-04-09T12:42:57+00:00,2024-04-08T12:00:39+00:00,https://opencorporates.com/companies/us_ky/1348226,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-04-08T12:00:39+00:00'}",,,[],,
1033 LLC,1374766,us_ky,2024-06-27,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-06-28T12:15:21+00:00,2024-06-28T12:15:21+00:00,2024-06-27T12:00:51+00:00,https://opencorporates.com/companies/us_ky/1374766,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-06-27T12:00:51+00:00'}",,,[],,
104 CROW LLC,1407823,us_ky,2024-11-08,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-11-09T12:06:35+00:00,2024-11-09T12:06:35+00:00,2024-11-08T12:00:45+00:00,https://opencorporates.com/companies/us_ky/1407823,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-11-08T12:00:45+00:00'}",,,[],,
"104 Stoneybrook, LLC",1357910,us_ky,2024-04-16,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-04-17T12:23:31+00:00,2024-04-17T12:23:31+00:00,2024-04-16T12:00:49+00:00,https://opencorporates.com/companies/us_ky/1357910,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-04-16T12:00:49+00:00'}",,,[],,
"1043-47 WASHINGTON, LLC",1379817,us_ky,2024-07-18,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-07-19T12:38:14+00:00,2024-07-19T12:38:14+00:00,2024-07-18T12:00:53+00:00,https://opencorporates.com/companies/us_ky/1379817,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-07-18T12:00:53+00:00'}",,,[],,
1048ROBBINLANE LLC,1409337,us_ky,2024-11-14,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-11-15T12:35:46+00:00,2024-11-15T12:35:46+00:00,2024-11-14T12:00:44+00:00,https://opencorporates.com/companies/us_ky/1409337,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-11-14T12:00:44+00:00'}",,,[],,
106 HIGHWAY LLC,1349915,us_ky,2024-03-14,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-03-15T12:18:04+00:00,2024-03-15T12:18:04+00:00,2024-03-14T12:00:33+00:00,https://opencorporates.com/companies/us_ky/1349915,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-03-14T12:00:33+00:00'}",,,[],,
106 PAUL REVERE DR LLC,1386678,us_ky,2024-08-13,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-08-14T12:06:09+00:00,2024-08-14T12:06:09+00:00,2024-08-13T12:01:44+00:00,https://opencorporates.com/companies/us_ky/1386678,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-08-13T12:01:44+00:00'}",,,[],,
"1064 EASTLAND DRIVE, LLC",1410773,us_ky,2024-11-21,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-11-22T13:02:30+00:00,2024-11-22T13:02:30+00:00,2024-11-21T12:00:51+00:00,https://opencorporates.com/companies/us_ky/1410773,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-11-21T12:00:51+00:00'}",,,[],,
107 & 109 Nichols LLC,1391460,us_ky,2024-08-29,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-08-30T13:06:07+00:00,2024-08-30T13:06:07+00:00,2024-08-29T12:00:38+00:00,https://opencorporates.com/companies/us_ky/1391460,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-08-29T12:00:38+00:00'}",,,[],,
1073 29TH STREET LLC,1364966,us_ky,2024-05-15,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-05-16T12:05:48+00:00,2024-05-16T12:05:48+00:00,2024-05-15T12:01:01+00:00,https://opencorporates.com/companies/us_ky/1364966,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-05-15T12:01:01+00:00'}",,,[],,
109 DRIVELINE LLC,1398392,us_ky,2024-09-29,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-09-30T13:25:34+00:00,2024-09-30T13:25:34+00:00,2024-09-29T12:00:38+00:00,https://opencorporates.com/companies/us_ky/1398392,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-09-29T12:00:38+00:00'}",,,[],,
1099 ACCOUNTANT LLC,1328283,us_ky,2024-01-01,,Foreign Limited Liability Company,,F,branch of an out-of-jurisdiction company,FALSE,Active,2023-12-21T12:10:59+00:00,2023-12-21T17:46:47+00:00,2023-12-20T12:00:23+00:00,https://opencorporates.com/companies/us_ky/1328283,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2023-12-20T12:00:23+00:00'}",,,[],,
10K EXPRESS CARRIER LLC,1387623,us_ky,2024-08-16,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-08-17T12:10:42+00:00,2024-08-17T12:10:42+00:00,2024-08-16T12:00:35+00:00,https://opencorporates.com/companies/us_ky/1387623,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-08-16T12:00:35+00:00'}",,,[],,
10KEPOF LLC,1379518,us_ky,2024-07-17,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-07-18T12:11:03+00:00,2024-07-18T12:11:03+00:00,2024-07-17T12:00:57+00:00,https://opencorporates.com/companies/us_ky/1379518,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-07-17T12:00:57+00:00'}",,,[],,
10PM IN YOUR CITY LLC,1402759,us_ky,2024-10-20,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-10-21T12:10:22+00:00,2024-10-21T12:10:22+00:00,2024-10-20T12:00:42+00:00,https://opencorporates.com/companies/us_ky/1402759,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-10-20T12:00:42+00:00'}",,,[],,
10TH PLANET JIU JITSU BEREA LLC,1373438,us_ky,2024-06-20,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-06-21T12:49:54+00:00,2024-06-21T12:49:54+00:00,2024-06-20T12:00:58+00:00,https://opencorporates.com/companies/us_ky/1373438,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-06-20T12:00:58+00:00'}",,,[],,
10TH STREET INVESTMENTS LLC,1333694,us_ky,2024-02-01,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-01-16T12:17:34+00:00,2024-02-02T12:15:27+00:00,2024-02-01T12:00:29+00:00,https://opencorporates.com/companies/us_ky/1333694,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-02-01T12:00:29+00:00'}",,,[],,
"11 OAKS HOLDINGS, LLC",1331163,us_ky,2024-01-04,,Kentucky Limited Liability Company,,,,FALSE,Active,2024-01-05T12:09:07+00:00,2024-01-05T12:09:07+00:00,2024-01-04T12:00:23+00:00,https://opencorporates.com/companies/us_ky/1331163,[],[],"{'publisher': 'Kentucky Secretary Of State', 'url': None, 'retrieved_at': '2024-01-04T12:00:23+00:00'}",,,[],,
"""DA SPOT"" TASTE LIKE HOME LLC",46161831K,us_la,2024-10-17,,Limited Liability Company,,,,FALSE,Active   In Good Standing,2024-10-23T11:22:23+00:00,2024-10-23T11:22:23+00:00,2024-10-23T00:53:06+00:00,https://opencorporates.com/companies/us_la/46161831K,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-10-23T00:53:06+00:00'}",,,[],,
"""THE REAL SMOKIN A'S"" LLC",45842024K,us_la,2024-03-06,,Limited Liability Company,,,,FALSE,Active   In Good Standing,2024-03-17T07:36:30+00:00,2024-03-17T07:36:31+00:00,2024-03-17T04:35:36+00:00,https://opencorporates.com/companies/us_la/45842024K,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-03-17T04:35:36+00:00'}",,,[],,
#BETCHUSWEAT LLC,45859689K,us_la,2024-03-18,,Limited Liability Company,,,,FALSE,Active   In Good Standing,2024-03-30T02:12:57+00:00,2024-03-30T02:12:57+00:00,2024-03-29T21:56:42+00:00,https://opencorporates.com/companies/us_la/45859689K,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-03-29T21:56:42+00:00'}",,,[],,
#DEDDIEDIDIT! LLC,46081476K,us_la,2024-08-21,,Limited Liability Company,,,,FALSE,Active   In Good Standing,2024-08-28T11:36:47+00:00,2024-08-28T11:36:47+00:00,2024-08-28T00:41:09+00:00,https://opencorporates.com/companies/us_la/46081476K,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-08-28T00:41:09+00:00'}",,,[],,
#ITSTHE LIMITED LIABILITY COMPANY,45912163K,us_la,2024-04-22,,Limited Liability Company,,,,FALSE,Active   In Good Standing,2024-05-24T23:38:28+00:00,2024-05-24T23:38:28+00:00,2024-05-24T01:53:54+00:00,https://opencorporates.com/companies/us_la/45912163K,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-05-24T01:53:54+00:00'}",,,[],,
#SISTERSSWEETSHOPPE LLC,45832664K,us_la,2024-02-28,,Limited Liability Company,,,,FALSE,Active   In Good Standing,2024-03-17T07:31:18+00:00,2024-03-17T07:31:19+00:00,2024-03-17T03:02:28+00:00,https://opencorporates.com/companies/us_la/45832664K,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-03-17T03:02:28+00:00'}",,,[],,
"$TAYDOWN LAWN SERVICE, LANDSCAPING & ETC LLC",45842318K,us_la,2024-03-07,,Limited Liability Company,,,,FALSE,Active   In Good Standing,2024-03-17T07:36:36+00:00,2024-03-17T07:36:36+00:00,2024-03-17T04:39:43+00:00,https://opencorporates.com/companies/us_la/45842318K,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-03-17T04:39:43+00:00'}",,,[],,
$UN$HINE COOKIN LLC,45771318K,us_la,2024-01-23,,Limited Liability Company,,,,FALSE,Active   In Good Standing,2024-02-04T02:23:30+00:00,2024-10-08T10:35:47+00:00,2024-10-08T04:19:06+00:00,https://opencorporates.com/companies/us_la/45771318K,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-10-08T04:19:06+00:00'}",,,[],,
"O HENLEY - DATA, CABLING AND INSTALLATION L.L.C.",46185052K,us_la,2024-11-04,,Limited Liability Company,,,,FALSE,Active   In Good Standing,2024-11-13T11:31:57+00:00,2024-11-13T11:31:57+00:00,2024-11-13T00:22:39+00:00,https://opencorporates.com/companies/us_la/46185052K,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-11-13T00:22:39+00:00'}",,,[],,
(337) PRESSURE WASHING LLC,45817331K,us_la,2024-02-20,,Limited Liability Company,,,,FALSE,Active   In Good Standing,2024-03-03T00:40:35+00:00,2024-08-25T12:14:10+00:00,2024-08-25T08:33:12+00:00,https://opencorporates.com/companies/us_la/45817331K,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-08-25T08:33:12+00:00'}",,,[],,
(K.I.S.S.) KEEP IT SAFE STORAGE LLC,46152095K,us_la,2024-10-10,,Limited Liability Company,,,,FALSE,Active   In Good Standing,2024-10-16T11:42:52+00:00,2024-10-16T11:42:52+00:00,2024-10-16T00:52:23+00:00,https://opencorporates.com/companies/us_la/46152095K,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-10-16T00:52:23+00:00'}",,,[],,
(TIP) TIFFANY IN PROGRESS LLC,45830937K,us_la,2024-02-28,,Limited Liability Company,,,,FALSE,Active   In Good Standing,2024-03-17T07:29:53+00:00,2024-03-17T07:29:53+00:00,2024-03-17T02:44:14+00:00,https://opencorporates.com/companies/us_la/45830937K,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-03-17T02:44:14+00:00'}",,,[],,
03 CONSTRUCTION INC,45963505D,us_la,2024-06-13,,Business Corporation,,,,FALSE,Active   In Good Standing,2024-06-19T11:45:15+00:00,2024-06-19T11:45:15+00:00,2024-06-19T00:11:26+00:00,https://opencorporates.com/companies/us_la/45963505D,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-06-19T00:11:26+00:00'}",,,[],,
"0918 INVESTMENTS, LLC",45780228K,us_la,2024-01-31,,Limited Liability Company,,,,FALSE,Active   In Good Standing,2024-02-18T04:09:17+00:00,2024-11-06T11:56:18+00:00,2024-11-06T04:39:47+00:00,https://opencorporates.com/companies/us_la/45780228K,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-11-06T04:39:47+00:00'}",,,[],,
1 800 REPAIRS AMERICA LLC,45871442K,us_la,2024-03-25,,Limited Liability Company,,,,FALSE,Active   In Good Standing,2024-04-30T22:49:30+00:00,2024-04-30T22:49:30+00:00,2024-04-30T10:20:19+00:00,https://opencorporates.com/companies/us_la/45871442K,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-04-30T10:20:19+00:00'}",,,[],,
1 CALL LANDSCAPING L.L.C.,45891980K,us_la,2024-04-09,,Limited Liability Company,,,,FALSE,Active   In Good Standing,2024-04-30T23:01:49+00:00,2024-04-30T23:01:49+00:00,2024-04-30T13:43:49+00:00,https://opencorporates.com/companies/us_la/45891980K,[],[],"{'publisher': 'Louisiana Secretary Of State, Commercial Division', 'url': 'https://coraweb.sos.la.gov/commercialsearch/commercialsearch.aspx', 'retrieved_at': '2024-04-30T13:43:49+00:00'}",,,[],,
